,UID,tYear,AADT,ESAL,pTrucks,SingleTrucks,DoubleTrucks,TrainTrucks,Unnamed: 0,sYear,IntID,Rutting,IRI,PSC,PPC,PRC,Alli,Long,SR,Begin ARM,End ARM,Is Bridge,Lane Surface Type,Lane Miles,Region_x,Federal Functional Class,Construction End Date,Substantial Completion Date,Contract Type Description,Surface Type Code,Surface Type Description,Surface Thickness,Treat Base Type Code,Treat Base Type Description,Treat Base Thickness,UTreat Base Thickness,cYear,Traffic Year,ESALs,Construction Year,Major Rehab Year,Segment Lane Miles,ESALs Since Major Rehab,Total Thickness,Total Surface Thickness,Listed Surface Type,Pavement Type,Construction Pavement Type,Major Rehab Type,Prior Major Rehab Year,Prior Major Rehab Type,sfThick,Tthick,TSfThick,STcode,cumPPT,meanMinTemp,meanMaxTemp,cumESALs,cumFTC
31980,49631.0,2012,4281,28762,6.12,184,70,8,401791.0,2012.0,61586.0,0.237,122.727,36.0,76.0,79.0,61.0,156.0,155.0,78.28,78.35,0.0,ACP,0.14,North Central,Urban Minor Arterial,6/1/1965 0:00:00,,"CI, CO, FED ROAD PROJECT",TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1965.0,2013.0,37490.0,1965.0,2014.0,0.16,0.0,1.43,0.51,ACP,ACP over BST (Mixed),BST,ACP,1998.0,ACP,0.02,1.43,0.51,Other,4478.88002968,-7.60399986903,32.1093334198,332766.640096,310.0
31991,49622.0,2013,4001,28415,5.87,138,91,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31993,49628.0,2013,5608,33817,6.05,262,71,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31994,49629.0,2013,3290,29346,7.99,182,74,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31995,49630.0,2013,3835,33726,7.99,212,86,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31996,49631.0,2013,4380,38745,7.99,242,98,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31997,48849.0,2004,6664,27430,4.51,253,45,3,273147.0,2004.0,61603.0,0.159,202.206,63.0,55.0,87.0,,399.5,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,5781.49000931,-7.36833325029,31.5087501208,326881.604529,508.0
31999,48850.0,2004,7244,29766,4.51,275,49,3,273203.0,2004.0,61798.0,0.108,136.69,62.0,73.0,92.0,50.3,259.5,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,1468.96000672,-5.43857135092,32.0585711343,201361.670255,165.0
32001,48851.0,2004,7823,31901,4.84,341,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32002,48849.0,2005,6641,27430,4.51,252,45,3,288593.0,2005.0,61603.0,0.132,137.97,62.0,72.0,90.0,106.6,137.8,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,6062.56999588,-7.37919991494,31.5288000488,342182.570766,25.0
32004,48850.0,2005,7219,29766,4.51,274,49,3,288634.0,2005.0,61798.0,0.139,116.445,12.0,78.0,89.0,536.0,187.2,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,1750.03999329,-5.71374991536,32.0524995327,227886.829487,182.0
32006,48851.0,2005,7796,31755,4.84,340,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32007,48849.0,2006,6633,27430,4.51,251,45,3,303863.0,2006.0,61603.0,0.082,141.969,69.0,71.0,94.0,,327.0,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,268.489990234,-5.73000001907,33.2599983215,9522.80768336,35.0
32009,48850.0,2006,7212,29766,4.51,273,49,3,303954.0,2006.0,62015.0,0.155,126.921,92.0,75.0,87.0,,39.0,155.0,0.1,0.2,0.0,ACP,0.2,North Central,Urban Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,2059.86997986,-5.7733332581,32.2077774472,254657.236139,196.0
32010,48851.0,2006,7791,31755,4.84,340,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32011,48849.0,2007,5918,24291,4.51,224,40,2,320075.0,2007.0,61603.0,0.059,86.041,79.0,85.0,96.0,,42.0,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,284.689990997,-7.31000018119,31.5449991226,19160.1095489,54.0
32013,48850.0,2007,6615,26919,4.51,251,45,3,320132.0,2007.0,61798.0,0.055,80.203,76.0,86.0,96.0,,26.0,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,2230.92997742,-5.99299991131,32.2829996109,281819.825388,225.0
32015,48851.0,2007,7311,25605,4.15,272,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32016,48849.0,2008,6038,27503,5.19,277,35,1,337267.0,2008.0,61603.0,0.098,138.5,75.0,72.0,93.0,69.0,79.7,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,713.31999588,-8.3000000318,31.2866662343,29283.0378035,75.0
32018,48850.0,2008,6749,30569,5.19,310,39,1,337320.0,2008.0,61798.0,0.064,68.45,83.0,89.0,96.0,,7.0,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,2382.91998291,-6.36636359042,32.1836360585,307628.069043,257.0
32020,48851.0,2008,7459,26408,4.15,277,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32021,48849.0,2009,6112,27649,5.19,281,35,1,354947.0,2009.0,61603.0,0.156,159.5,57.0,67.0,87.0,4.0,517.1,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,1034.5399971,-9.2949999571,31.217499733,39332.6776847,93.0
32023,48850.0,2009,6831,30861,5.19,314,40,1,354963.0,2009.0,61798.0,0.08,79.5,71.0,86.0,94.0,,130.0,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,2553.26998901,-6.52249993881,32.1874996821,334316.563075,280.0
32025,48851.0,2009,7550,27192,4.15,281,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32026,48849.0,2010,5775,17666,3.46,172,28,0,373493.0,2010.0,61603.0,0.11,141.5,75.0,71.0,92.0,,171.7,155.0,0.0,0.1,0.0,BST,0.2,North Central,Rural Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,1171.34999466,-9.5339999199,31.986000061,49411.0048267,134.0
32028,48850.0,2010,6411,19710,3.46,190,31,0,373537.0,2010.0,61798.0,0.063,79.5,72.0,86.0,96.0,,118.0,155.0,0.1,0.2,0.0,BST,0.2,North Central,Rural Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,2879.00997925,-6.3638461003,32.0530766707,361378.069621,303.0
32030,48851.0,2010,7047,19856,3.37,213,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32031,48849.0,2011,5677,17374,3.46,169,28,0,387995.0,2011.0,62018.0,0.248,101.0,85.0,81.0,78.0,,132.0,155.0,0.0,0.1,0.0,ACP,0.2,North Central,Urban Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,1389.5399971,-8.81999993325,32.2349999746,60268.6814612,153.0
32032,48850.0,2011,6302,19199,3.46,187,31,0,387994.0,2011.0,62015.0,0.208,94.75,88.0,83.0,82.0,,66.0,155.0,0.1,0.2,0.0,ACP,0.2,North Central,Urban Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,3089.88998413,-6.36285708632,32.0042855399,388043.538882,320.0
32033,48851.0,2011,6927,19710,3.37,209,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32034,48849.0,2012,5642,17374,3.46,168,28,0,401809.0,2012.0,62018.0,0.266,94.25,56.0,83.0,76.0,,138.0,155.0,0.0,0.1,0.0,ACP,0.2,North Central,Urban Minor Arterial,11/1/1983 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1983.0,2013.0,14052.0,1951.0,2014.0,0.08,0.0,1.71,0.79,BST,BST over ACP (Mixed),ACP,BST,2006.0,BST,0.02,1.71,0.79,Other,1655.47999954,-8.52142851694,31.8000000545,71745.5000365,169.0
32035,48850.0,2012,6263,19053,3.46,186,31,0,401808.0,2012.0,62015.0,0.214,99.0,43.0,82.0,82.0,,62.0,155.0,0.1,0.2,0.0,ACP,0.2,North Central,Urban Minor Arterial,9/1/1969 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1969.0,2013.0,24360.0,1969.0,1998.0,0.46,311939.0,0.86,0.36,ACP,ACP over BST (Mixed),BST,ACP,1986.0,ACP,0.02,0.86,0.36,Other,3421.70999146,-6.40733329455,32.0299997965,414471.581197,352.0
32036,48851.0,2012,6884,19564,3.37,208,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32037,48849.0,2013,5674,23141,4.71,233,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32038,48850.0,2013,6188,25477,4.71,254,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,48851.0,2013,6702,28470,5.02,301,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32041,49633.0,2004,20727,70591,3.6,601,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32046,49653.0,2004,12045,40880,3.6,349,84,0,273267.0,2004.0,62067.0,0.145,73.188,97.0,88.0,88.0,,16.0,160.0,2.03,2.13,0.0,ACP,0.2,Olympic,Urban Minor Arterial,11/12/2009 0:00:00,10/23/2009 0:00:00,RECONSTR EXISTING ALIGN,B2,ACP CLASS 1/2IN PG64-22,0.5,0.0,,0.0,0.5,2009.0,2013.0,39347.0,1992.0,2009.0,0.08,261029.0,1.25,1.05,ACP,ACP,ACP,ACP,1999.0,ACP,0.5,1.25,1.05,Other,7456.46008302,1.49000002568,24.5499998729,207245.601724,1.0
32048,49658.0,2004,7360,34456,5.36,342,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32050,49705.0,2004,2148,10220,5.36,100,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32051,49706.0,2004,1826,8322,5.36,85,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32053,49633.0,2005,20916,70883,3.6,607,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32058,49653.0,2005,12154,41391,3.6,352,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32060,49658.0,2005,7374,34456,5.36,343,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32062,49705.0,2005,2152,10220,5.36,100,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32063,49706.0,2005,1864,8833,5.36,87,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32065,49633.0,2006,26416,96232,3.66,771,166,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32071,49658.0,2006,9095,42486,5.36,423,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073,49705.0,2006,2159,10220,5.36,100,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32074,49706.0,2006,1861,8833,5.36,87,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32076,49633.0,2007,23810,86487,3.66,695,150,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32085,49705.0,2007,2212,11516,6.12,124,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32086,49706.0,2007,1796,9399,6.12,101,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32088,49633.0,2008,22927,83494,3.66,669,144,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32097,49705.0,2008,2097,10713,6.12,118,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098,49706.0,2008,1636,8450,6.12,92,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32100,49633.0,2009,23121,84297,3.66,675,146,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32109,49705.0,2009,2162,11005,6.12,121,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32110,49706.0,2009,1571,8158,6.12,88,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32112,49633.0,2010,24457,192538,6.98,1311,215,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32118,49658.0,2010,7989,42012,6.49,488,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32124,49705.0,2010,1934,11151,6.89,124,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32125,49706.0,2010,1570,8395,6.89,100,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32127,49633.0,2011,24234,191296,6.98,1299,213,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32132,49658.0,2011,7799,40770,6.49,477,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32138,49705.0,2011,1888,10859,6.89,121,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32139,49706.0,2011,1542,8249,6.89,99,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32141,49633.0,2012,24060,189709,6.98,1290,212,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,49658.0,2012,7721,40478,6.49,472,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32152,49706.0,2012,1511,8103,6.89,97,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32154,49633.0,2013,22684,73584,3.33,588,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32161,49653.0,2013,11747,37887,3.33,304,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32163,49658.0,2013,7975,42012,6.49,487,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,49705.0,2013,1813,10567,6.89,116,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170,49706.0,2013,1542,8249,6.89,99,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32174,49737.0,2004,1109,9691,9.27,85,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177,49768.0,2004,6574,76887,11.03,553,134,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195,49953.0,2004,43828,406811,8.81,2915,793,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32197,49963.0,2004,49026,454972,8.81,3260,887,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,49964.0,2004,48204,217613,4.2,1446,530,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199,49965.0,2004,30581,112858,3.7,856,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32203,49737.0,2005,1103,9691,9.27,84,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32206,49768.0,2005,6539,76741,11.03,550,133,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32223,49953.0,2005,44227,409950,8.81,2941,801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32225,49963.0,2005,49472,459261,8.81,3290,895,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32226,49964.0,2005,48643,219730,4.2,1459,535,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32227,49965.0,2005,30859,113807,3.7,864,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32231,49737.0,2006,1035,8450,8.45,71,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,49768.0,2006,6996,81614,11.03,588,143,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32244,49907.0,2006,30337,281543,8.81,2017,549,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251,49953.0,2006,43957,407906,8.81,2923,796,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32253,49963.0,2006,49497,459407,8.81,3292,896,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32254,49964.0,2006,48667,219730,4.2,1460,535,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,49965.0,2006,30874,113807,3.7,864,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,49737.0,2007,831,8140,8.83,53,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32262,49768.0,2007,7860,111161,12.96,784,152,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272,49907.0,2007,30428,281981,8.81,2023,551,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32279,49953.0,2007,44089,408855,8.81,2932,798,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32281,49963.0,2007,49645,460502,8.81,3301,899,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32282,49964.0,2007,50939,229713,4.2,1528,560,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32283,49965.0,2007,34528,127093,3.7,967,311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32287,49737.0,2008,775,7482,8.83,50,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32290,49768.0,2008,7330,103478,12.96,731,142,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300,49907.0,2008,29299,271505,8.81,1948,530,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32308,49960.0,2008,43748,406154,8.81,2909,792,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,49964.0,2008,49049,221975,4.2,1471,540,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32311,49965.0,2008,33247,122640,3.7,931,299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32313,49734.0,2009,766,10147,13.76,83,22,0,354996.0,2009.0,62136.0,0.1,139.67,81.0,72.0,93.0,29.0,61.0,161.0,2.69,2.79,0.0,ACP,0.2,Olympic,Rural Minor Arterial,9/1/1958 0:00:00,,"CI, CO, FED ROAD PROJECT",BA,ACP CLASS B AR4000W,0.17,2.0,Crushed Stone,0.25,0.0,1958.0,2013.0,12316.0,1958.0,1985.0,0.14,190864.0,0.57,0.32,ACP,ACP,ACP,ACP,1958.0,ACP,0.17,0.57,0.32,BA,26222.1801758,-0.75519999534,26.443999939,319244.529964,269.0
32315,49737.0,2009,875,11753,13.76,95,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32316,49738.0,2009,6378,84242,13.76,695,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32328,49907.0,2009,31512,147862,4.41,999,362,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32336,49960.0,2009,44610,202447,4.04,1182,598,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32337,49961.0,2009,46146,209656,4.04,1223,618,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32339,49964.0,2009,50015,226574,4.12,1400,635,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
